budget,runtime,genres,popularity,original_language,vote_average,vote_count,budget_missing,success_score,success,release_year,era,release_month,is_summer_release,is_holiday_release,num_genres,is_english
60000000,90.0,"['Family', 'Animation', 'Adventure', 'Comedy']",39.539045,en,6.7,789,0,49.51,1,2012,2010s+ (2010+),8,1,0,4,1
60000000,124.0,"['Action', 'Thriller', 'Adventure', 'Crime']",19.747459,en,6.1,527,0,46.54,1,1997,Moderne (1980-1999),11,0,1,4,1
60000000,119.0,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",29.018826,en,5.9,581,0,43.12,1,2003,2000s (2000-2009),12,0,1,5,1
60000000,119.0,"['Drama', 'Romance']",4.801849,en,5.9,50,0,35.88,0,1996,Moderne (1980-1999),3,0,0,2,1
60000000,93.0,"['Adventure', 'Animation', 'Family']",16.493576,en,5.8,258,0,38.99,1,2008,2000s (2000-2009),12,0,1,3,1
23000000,98.0,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",21.549232,en,5.3,483,1,33.95,0,2002,2000s (2000-2009),9,0,0,4,1
60000000,100.0,"['Action', 'Thriller']",13.080725,en,5.6,210,0,40.12,1,1995,Moderne (1980-1999),7,1,0,2,1
60000000,105.0,"['Action', 'Drama', 'Thriller']",42.538258,en,5.9,1173,0,42.18,1,2014,2010s+ (2010+),1,0,0,3,1
60000000,124.0,"['Drama', 'Comedy']",29.876507,en,6.4,1581,0,46.44,1,2015,2010s+ (2010+),12,0,1,2,1
60000000,99.0,"['Action', 'Crime', 'Thriller']",61.849521,en,5.8,1621,0,51.27,1,2016,2010s+ (2010+),3,0,0,3,1
70000000,109.0,"['Science Fiction', 'Horror', 'Action']",37.44963,en,5.9,1365,0,46.09,1,1997,Moderne (1980-1999),11,0,1,3,1
61000000,124.0,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",37.378081,en,6.9,1462,0,49.84,1,2007,2000s (2000-2009),3,0,0,5,1
60000000,97.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",30.656345,en,6.6,668,0,48.08,1,2014,2010s+ (2010+),9,0,0,4,1
75000000,104.0,"['Drama', 'Fantasy', 'Comedy']",15.142701,en,6.3,338,0,41.18,1,1998,Moderne (1980-1999),10,0,0,3,1
60000000,100.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",59.547928,en,7.5,3070,0,74.41,2,2014,2010s+ (2010+),2,0,0,5,1
23000000,115.0,"['Action', 'Comedy']",19.998581,en,5.3,425,1,33.8,0,2005,2000s (2000-2009),3,0,0,2,1
60000000,101.0,"['Adventure', 'Action', 'Fantasy']",27.615108,en,6.0,669,0,40.91,1,2002,2000s (2000-2009),7,1,0,3,1
60000000,113.0,"['Crime', 'Drama', 'Action', 'Thriller']",29.041198,en,6.2,1778,0,45.36,1,2013,2010s+ (2010+),1,0,0,4,1
60000000,97.0,"['Comedy', 'Adventure']",25.293538,en,4.6,524,0,33.25,1,2009,2000s (2000-2009),6,1,0,2,1
60000000,134.0,"['Drama', 'History']",23.85119,en,7.0,1125,0,50.5,1,2009,2000s (2000-2009),12,0,1,2,1
60000000,127.0,['Action'],21.685719,en,6.7,484,0,46.76,1,2009,2000s (2000-2009),4,0,0,1,1
78146652,125.0,"['Romance', 'Comedy', 'Crime']",13.630049,en,5.7,201,0,37.87,1,2009,2000s (2000-2009),3,0,0,3,1
65000000,94.0,"['Comedy', 'Drama', 'Family', 'Science Fiction']",6.80692,en,5.1,80,0,32.98,1,1999,Moderne (1980-1999),2,0,0,4,1
60000000,108.0,"['Action', 'Thriller', 'Crime']",15.352807,en,5.8,225,0,40.23,1,2006,2000s (2000-2009),4,0,0,3,1
70000000,91.0,"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']",23.661071,en,5.6,556,0,40.46,1,2009,2000s (2000-2009),11,0,1,5,1
60000000,117.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",21.605533,en,6.1,479,0,42.13,1,2002,2000s (2000-2009),12,0,1,4,1
60000000,100.0,"['Crime', 'Comedy', 'Romance']",22.620125,en,5.8,391,0,43.06,1,2003,2000s (2000-2009),9,0,0,3,1
23000000,111.0,"['Drama', 'Romance']",18.587114,en,6.6,366,1,41.46,0,2012,2010s+ (2010+),9,0,0,2,1
80000000,117.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",24.657931,en,6.2,487,0,42.47,1,2010,2010s+ (2010+),1,0,0,4,1
60000000,110.0,"['Horror', 'Mystery', 'Thriller']",12.621769,en,5.8,130,0,37.76,1,1997,Moderne (1980-1999),1,0,0,3,1
60000000,96.0,"['Comedy', 'Crime']",21.08952,en,5.7,380,0,39.06,1,2002,2000s (2000-2009),12,0,1,2,1
60000000,101.0,"['Action', 'Crime', 'Drama', 'Thriller']",18.380176,en,5.9,375,0,40.9,1,2008,2000s (2000-2009),9,0,0,4,1
60000000,111.0,"['Action', 'Crime', 'Drama', 'Thriller']",18.877795,en,6.0,368,0,37.89,0,1998,Moderne (1980-1999),4,0,0,4,1
60000000,109.0,['Drama'],17.299333,en,6.6,234,0,42.92,1,2009,2000s (2000-2009),4,0,0,1,1
80000000,126.0,"['Fantasy', 'Drama']",16.848899,en,6.3,251,0,40.96,0,2000,2000s (2000-2009),11,0,1,2,1
60000000,122.0,"['Drama', 'Music']",21.547446,en,7.4,797,0,48.92,1,2000,2000s (2000-2009),9,0,0,2,1
23000000,78.0,"['Animation', 'Comedy', 'Family']",16.930969,en,5.1,464,1,50.78,1,2006,2000s (2000-2009),6,1,0,3,1
60000000,101.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",36.689223,en,4.7,549,0,35.42,1,2005,2000s (2000-2009),4,0,0,6,1
60000000,87.0,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']",28.350927,en,5.4,692,0,39.15,1,2011,2010s+ (2010+),5,0,0,5,1
60000000,86.0,"['Family', 'Animation', 'Adventure']",18.815442,en,6.6,372,0,42.8,0,2003,2000s (2000-2009),7,1,0,3,1
60000000,96.0,"['Horror', 'Science Fiction', 'Mystery']",29.787135,en,6.5,742,0,43.31,0,1997,Moderne (1980-1999),8,1,0,3,1
60000000,104.0,['Drama'],8.927137,en,6.1,204,0,40.11,1,2002,2000s (2000-2009),2,0,0,1,1
50000000,121.0,['Drama'],15.213484,en,5.7,287,0,38.67,1,2006,2000s (2000-2009),9,0,0,1,1
60000000,140.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",13.155999,en,6.3,271,0,40.01,0,2006,2000s (2000-2009),9,0,0,6,1
72000000,131.0,"['Action', 'Drama', 'Thriller']",15.433244,en,7.0,285,0,44.7,0,2001,2000s (2000-2009),10,0,0,3,1
90000000,91.0,"['Horror', 'Science Fiction', 'Thriller']",5.762037,en,4.9,109,0,30.47,0,2000,2000s (2000-2009),1,0,0,3,1
60000000,118.0,"['Drama', 'Fantasy', 'Mystery', 'Romance']",22.736038,en,6.0,487,0,39.81,1,2014,2010s+ (2010+),2,0,0,4,1
60000000,130.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']",45.514031,en,6.2,1602,0,46.28,1,2013,2010s+ (2010+),8,1,0,6,1
60000000,90.0,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",18.676291,en,5.0,371,0,34.4,1,2008,2000s (2000-2009),7,1,0,4,1
30000000,105.0,"['Drama', 'Horror', 'Thriller']",14.376463,en,5.3,274,0,35.78,1,2005,2000s (2000-2009),6,1,0,3,1
80000000,122.0,['Comedy'],14.298297,en,5.7,166,0,35.63,0,1999,Moderne (1980-1999),3,0,0,1,1
60000000,106.0,"['Adventure', 'Family', 'Fantasy']",27.018886,en,6.0,592,0,41.58,1,2008,2000s (2000-2009),12,0,1,3,1
60000000,103.0,"['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']",14.84856,en,4.7,320,0,31.64,1,2008,2000s (2000-2009),12,0,1,5,1
60000000,106.0,"['Comedy', 'Adventure']",52.417529,en,5.4,1055,0,39.16,1,2015,2010s+ (2010+),1,0,0,2,1
60000000,127.0,"['Adventure', 'Fantasy', 'Action', 'Drama']",15.406173,en,4.1,224,0,26.14,0,2007,2000s (2000-2009),11,0,1,4,1
35000000,127.0,"['Drama', 'Romance', 'Adventure', 'War']",6.523472,en,6.7,110,0,40.85,0,2003,2000s (2000-2009),10,0,0,4,1
68490000,120.0,"['Action', 'Adventure', 'Fantasy']",4.72629,zh,6.0,24,0,44.96,1,2016,2010s+ (2010+),1,0,0,3,0
80000000,132.0,"['Action', 'History', 'War']",8.923215,en,6.8,91,0,42.07,0,2005,2000s (2000-2009),8,1,0,3,1
60000000,114.0,"['Drama', 'Comedy']",9.265672,en,4.9,111,0,30.33,0,1998,Moderne (1980-1999),10,0,0,2,1
58000000,103.0,"['Adventure', 'Horror', 'Comedy']",45.351617,en,6.2,995,0,49.92,1,2015,2010s+ (2010+),8,1,0,3,1
58000000,95.0,"['Comedy', 'Fantasy', 'Romance']",13.43573,en,6.5,579,0,45.66,1,2005,2000s (2000-2009),9,0,0,3,1
83000000,90.0,"['Science Fiction', 'Comedy', 'Family', 'Romance']",6.248309,en,4.4,134,0,29.17,0,2000,2000s (2000-2009),4,0,0,4,1
63000000,102.0,"['Action', 'Adventure', 'Thriller', 'War']",31.294717,en,5.7,690,0,46.33,1,1988,Moderne (1980-1999),5,0,0,4,1
58000000,114.0,"['Comedy', 'Romance', 'Drama']",7.739276,en,5.7,130,0,37.11,1,2008,2000s (2000-2009),3,0,0,3,1
60000000,119.0,"['Comedy', 'Western']",19.694695,en,4.9,388,0,31.37,0,2015,2010s+ (2010+),12,0,1,2,1
58000000,103.0,['Comedy'],14.403696,en,5.1,276,0,36.45,1,2009,2000s (2000-2009),12,0,1,1,1
58000000,119.0,['Comedy'],1.551497,en,6.1,1658,0,39.03,1,2013,2010s+ (2010+),6,1,0,1,1
60000000,97.0,"['Action', 'Adventure', 'Horror', 'Science Fiction']",2.143764,en,5.8,1363,0,50.03,1,2010,2010s+ (2010+),9,0,0,4,1
58000000,125.0,"['Drama', 'Action', 'Adventure', 'History', 'War']",12.29603,en,5.9,178,0,39.23,1,2012,2010s+ (2010+),1,0,0,5,1
57000000,144.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",33.8473,en,7.2,1374,0,54.63,1,1997,Moderne (1980-1999),10,0,0,4,1
70000000,116.0,['Comedy'],21.723897,en,5.5,453,0,37.66,1,2012,2010s+ (2010+),6,1,0,1,1
57000000,103.0,['Fantasy'],31.791979,en,6.4,535,0,47.65,1,1996,Moderne (1980-1999),5,0,0,1,1
60000000,97.0,"['Action', 'Comedy', 'Crime', 'Drama']",14.113066,en,6.0,226,0,40.48,1,2004,2000s (2000-2009),11,0,1,4,1
57000000,95.0,"['Action', 'Fantasy', 'Thriller']",48.622278,en,4.7,1135,0,40.92,1,2011,2010s+ (2010+),12,0,1,3,1
57000000,131.0,"['Drama', 'History', 'Romance']",9.061866,en,5.5,145,0,37.18,1,2001,2000s (2000-2009),8,1,0,3,1
56000000,95.0,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",35.4763,en,5.8,842,0,44.4,1,2005,2000s (2000-2009),3,0,0,5,1
56000000,86.0,"['Adventure', 'Drama', 'Action', 'Thriller']",23.438398,en,6.0,381,0,41.41,1,2004,2000s (2000-2009),4,0,0,4,1
60000000,92.0,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",47.336034,en,5.5,1177,0,55.8,1,2007,2000s (2000-2009),12,0,1,5,1
55000000,108.0,"['Comedy', 'Romance']",29.97224,en,6.6,1698,0,60.62,2,2000,2000s (2000-2009),10,0,0,2,1
55000000,81.0,"['Adventure', 'Animation', 'Drama', 'Family']",47.845589,en,6.7,1457,0,63.86,2,1995,Moderne (1980-1999),6,1,0,4,1
55000000,143.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",48.507081,en,6.9,1022,0,62.63,2,1978,Classique (< 1980),12,0,1,4,1
54000000,95.0,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",20.28119,en,5.4,702,0,41.58,1,1996,Moderne (1980-1999),6,1,0,4,1
70000000,118.0,"['Comedy', 'Drama', 'Romance']",34.576913,en,6.4,1665,0,57.63,1,2005,2000s (2000-2009),2,0,0,3,1
55000000,92.0,"['Adventure', 'Comedy', 'Family', 'Romance']",22.573237,en,5.4,496,0,34.66,0,1997,Moderne (1980-1999),7,1,0,4,1
55000000,103.0,"['Comedy', 'Romance']",36.194802,en,6.0,1129,0,52.24,1,2003,2000s (2000-2009),8,1,0,2,1
55000000,134.0,"['Action', 'Drama', 'Thriller']",52.786917,en,7.6,2454,0,56.06,1,2013,2010s+ (2010+),10,0,0,3,1
55000000,97.0,['Comedy'],38.06168,en,5.9,1122,0,47.51,1,2010,2010s+ (2010+),4,0,0,1,1
50000000,100.0,"['Fantasy', 'Comedy', 'Family']",19.830132,en,6.0,1019,0,55.26,1,1995,Moderne (1980-1999),5,0,0,3,1
55000000,132.0,"['Thriller', 'Action', 'Crime']",79.922059,en,7.1,2954,0,61.08,2,2014,2010s+ (2010+),9,0,0,3,1
55000000,105.0,"['Comedy', 'Drama', 'Romance']",19.738215,en,5.6,485,0,44.02,1,2002,2000s (2000-2009),12,0,1,3,1
53000000,116.0,"['Action', 'Thriller', 'Drama']",20.334629,en,7.0,498,0,52.94,1,1995,Moderne (1980-1999),5,0,0,3,1
55000000,117.0,['Drama'],80.581367,en,7.7,2525,0,71.01,2,2006,2000s (2000-2009),12,0,1,1,1
55000000,98.0,"['Thriller', 'Drama', 'Mystery']",32.05145,en,6.1,772,0,51.99,1,2005,2000s (2000-2009),9,0,0,3,1
55000000,123.0,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",15.064058,en,5.9,210,0,48.58,1,1994,Moderne (1980-1999),12,0,1,5,1
55000000,114.0,"['Drama', 'Fantasy', 'Romance']",21.272734,en,6.4,529,0,51.36,1,1998,Moderne (1980-1999),4,0,0,3,1
55000000,97.0,['Comedy'],13.191829,en,6.0,254,0,37.32,0,1999,Moderne (1980-1999),8,1,0,1,1
30000000,136.0,"['Action', 'Crime', 'Thriller']",50.622607,en,7.6,3948,0,65.88,2,2004,2000s (2000-2009),4,0,0,3,1
55000000,104.0,"['Action', 'Adventure', 'Comedy']",22.787667,en,6.1,458,0,42.34,1,1989,Moderne (1980-1999),12,0,1,3,1
55000000,104.0,"['Fantasy', 'Comedy']",29.498304,en,6.3,636,0,48.88,1,1992,Moderne (1980-1999),7,1,0,2,1
55000000,110.0,"['Adventure', 'Action', 'Comedy', 'Western']",25.400935,en,6.2,735,0,42.85,1,2000,2000s (2000-2009),5,0,0,4,1
55000000,133.0,"['Action', 'Adventure', 'Drama', 'Thriller']",17.231675,en,5.8,256,0,43.18,1,1996,Moderne (1980-1999),3,0,0,4,1
55000000,94.0,"['Comedy', 'Family']",32.835777,en,5.7,751,0,47.7,1,2011,2010s+ (2010+),6,1,0,2,1
55000000,104.0,"['Action', 'Adventure', 'Fantasy']",17.097041,en,6.3,461,0,46.49,1,2008,2000s (2000-2009),4,0,0,3,1
55000000,91.0,"['Animation', 'Comedy', 'Family']",14.414937,en,5.7,254,0,41.64,1,2013,2010s+ (2010+),10,0,0,3,1
50000000,114.0,"['Science Fiction', 'Action', 'Horror']",45.856409,en,6.2,1633,0,51.37,1,1992,Moderne (1980-1999),5,0,0,3,1
55000000,134.0,"['History', 'Drama', 'Music']",7.027139,en,5.9,120,0,43.8,1,1996,Moderne (1980-1999),12,0,1,3,1
55000000,122.0,"['Action', 'Thriller', 'Crime', 'Adventure']",32.657488,en,6.7,658,0,45.74,1,1998,Moderne (1980-1999),9,0,0,4,1
50000000,109.0,['Adventure'],12.46525,en,6.4,236,0,44.15,1,1996,Moderne (1980-1999),10,0,0,1,1
55000000,95.0,"['Family', 'Comedy']",39.882276,en,7.0,883,0,60.13,2,2014,2010s+ (2010+),11,0,1,2,1
68000000,98.0,['Comedy'],39.395881,en,5.3,881,0,38.75,1,2012,2010s+ (2010+),7,1,0,1,1
55000000,94.0,"['Drama', 'Action', 'Thriller', 'Crime']",8.634954,en,6.0,189,0,38.73,1,2003,2000s (2000-2009),3,0,0,4,1
80000000,126.0,"['Drama', 'Mystery', 'Thriller']",7.386394,en,6.2,146,0,37.94,0,1999,Moderne (1980-1999),6,1,0,3,1
55000000,118.0,['Comedy'],8.802525,en,5.1,188,0,33.33,1,2003,2000s (2000-2009),12,0,1,1,1
23000000,91.0,['Comedy'],10.449975,en,5.4,251,1,37.81,1,2008,2000s (2000-2009),2,0,0,1,1
60000000,88.0,"['Animation', 'Adventure', 'Family', 'Comedy']",23.700759,en,6.4,374,0,46.69,1,2012,2010s+ (2010+),3,0,0,4,1
55000000,141.0,"['Crime', 'Drama', 'Mystery']",27.50916,en,7.3,1131,0,52.72,1,2008,2000s (2000-2009),1,0,0,3,1
50000000,107.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']",20.58862,en,5.3,284,0,37.47,1,1996,Moderne (1980-1999),8,1,0,4,1
55000000,116.0,"['Drama', 'Mystery', 'Thriller']",4.366488,en,5.7,194,0,35.65,0,1996,Moderne (1980-1999),8,1,0,3,1
70000000,143.0,"['Thriller', 'Drama', 'Romance']",18.927463,en,7.0,438,0,50.52,1,2004,2000s (2000-2009),12,0,1,3,1
55000000,114.0,"['Drama', 'History', 'Romance']",15.274137,en,6.6,303,0,45.18,1,2007,2000s (2000-2009),9,0,0,3,1
62000000,93.0,"['Action', 'Science Fiction']",29.954302,en,5.4,703,0,37.93,1,2005,2000s (2000-2009),11,0,1,2,1
55000000,100.0,"['Action', 'Thriller', 'Crime']",4.700024,en,5.2,62,0,32.3,0,1997,Moderne (1980-1999),1,0,0,3,1
55000000,107.0,['Comedy'],12.340384,en,5.7,134,0,35.43,0,2009,2000s (2000-2009),6,1,0,1,1
50000000,112.0,"['Comedy', 'Adventure', 'Crime', 'Family']",14.808304,en,6.2,316,0,43.5,1,2014,2010s+ (2010+),3,0,0,4,1
57000000,95.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",9.27875,en,4.2,91,0,27.62,0,2004,2000s (2000-2009),7,1,0,6,1
55000000,119.0,"['Drama', 'Romance']",22.863516,en,6.9,573,0,48.57,1,2010,2010s+ (2010+),11,0,1,2,1
47000000,133.0,['Drama'],23.05451,fr,7.1,346,0,44.91,0,2004,2000s (2000-2009),10,0,0,1,0
2000000,153.0,"['Drama', 'Romance']",23.962109,en,7.3,395,0,60.07,2,1962,Classique (< 1980),6,1,0,2,1
55000000,96.0,"['Action', 'Thriller']",12.669778,en,5.3,123,0,33.42,0,2002,2000s (2000-2009),1,0,0,2,1
54000000,117.0,"['Fantasy', 'Horror', 'Action', 'Thriller']",67.169587,en,6.2,1528,0,52.53,1,2002,2000s (2000-2009),3,0,0,4,1
55000000,123.0,['Drama'],41.472404,en,7.5,2039,0,58.32,1,2008,2000s (2000-2009),12,0,1,1,1
55000000,92.0,"['Action', 'Crime', 'Thriller']",22.503935,en,5.2,481,0,33.97,0,2013,2010s+ (2010+),1,0,0,3,1
54000000,162.0,"['Crime', 'Drama', 'Thriller']",59.194915,en,7.1,1546,0,56.12,1,1990,Moderne (1980-1999),12,0,1,3,1
57000000,123.0,"['Comedy', 'Drama', 'Romance']",22.894898,en,6.1,327,0,41.63,1,2005,2000s (2000-2009),10,0,0,3,1
54000000,108.0,"['Comedy', 'Romance']",18.600367,en,5.4,407,0,41.51,1,2006,2000s (2000-2009),7,1,0,2,1
54000000,127.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",30.515175,en,6.5,629,0,52.63,1,1980,Moderne (1980-1999),12,0,1,4,1
54000000,121.0,['Drama'],9.053456,en,3.5,104,0,22.31,0,2003,2000s (2000-2009),8,1,0,1,1
55000000,125.0,"['Drama', 'Thriller']",7.768223,en,5.7,95,0,35.49,0,2006,2000s (2000-2009),9,0,0,2,1
46000000,99.0,"['Action', 'Adventure', 'Crime', 'Thriller']",19.643365,en,5.5,308,0,41.96,1,2000,2000s (2000-2009),6,1,0,4,1
53000000,94.0,"['Animation', 'Family']",45.565918,en,7.4,1432,0,56.87,1,1997,Moderne (1980-1999),11,0,1,2,1
52500000,127.0,"['Drama', 'Music', 'Romance']",57.374341,en,7.4,1300,0,60.38,2,2001,2000s (2000-2009),3,0,0,3,1
75000000,89.0,"['Mystery', 'Thriller', 'Crime']",8.41856,en,5.4,113,0,35.41,1,2001,2000s (2000-2009),10,0,0,3,1
53000000,122.0,"['Crime', 'Drama']",46.049902,en,6.3,1242,0,48.0,1,2015,2010s+ (2010+),9,0,0,2,1
90000000,132.0,"['War', 'Drama', 'History']",23.9366,en,6.7,526,0,44.79,1,2006,2000s (2000-2009),10,0,0,3,1
53000000,109.0,"['Drama', 'Crime', 'Thriller']",49.593978,en,7.2,1486,0,55.33,1,2009,2000s (2000-2009),10,0,0,3,1
23000000,124.0,"['Drama', 'Romance']",6.162872,en,5.4,81,1,33.77,0,2007,2000s (2000-2009),5,0,0,2,1
52000000,141.0,"['Drama', 'Crime']",73.944049,en,7.7,3795,0,73.91,2,2002,2000s (2000-2009),12,0,1,2,1
40000000,157.0,"['Thriller', 'Drama', 'History']",38.306954,en,6.7,1702,0,53.99,1,2012,2010s+ (2010+),12,0,1,3,1
52000000,106.0,"['Romance', 'Comedy']",26.251217,en,5.6,832,0,48.05,1,2006,2000s (2000-2009),6,1,0,2,1
52000000,125.0,"['Comedy', 'Romance']",25.41929,en,5.7,1013,0,49.23,1,2010,2010s+ (2010+),2,0,0,2,1
50000000,104.0,"['Action', 'Adventure', 'Comedy']",15.98212,en,5.1,316,0,38.85,1,2005,2000s (2000-2009),8,1,0,3,1
52000000,112.0,['Comedy'],32.015477,en,5.9,736,0,42.95,1,2011,2010s+ (2010+),8,1,0,1,1
82000000,118.0,"['Comedy', 'Drama', 'Romance']",24.444186,en,6.9,435,0,45.58,1,1999,Moderne (1980-1999),12,0,1,3,1
52000000,92.0,"['Action', 'Crime', 'Thriller']",27.916284,en,6.1,675,0,42.44,1,2010,2010s+ (2010+),2,0,0,3,1
52000000,104.0,"['Action', 'Comedy', 'Fantasy']",15.20707,en,5.1,278,0,32.12,0,2003,2000s (2000-2009),3,0,0,3,1
51000000,116.0,['Comedy'],39.001682,en,6.1,927,0,49.28,1,2000,2000s (2000-2009),6,1,0,1,1
51000000,90.0,"['Animation', 'Comedy', 'Family']",10.430832,en,5.3,225,0,37.12,1,2006,2000s (2000-2009),8,1,0,3,1
23000000,93.0,"['Comedy', 'Family']",5.952527,en,5.1,109,1,37.36,1,2006,2000s (2000-2009),11,0,1,2,1
60000000,90.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",67.298732,en,7.3,4056,0,74.75,2,2001,2000s (2000-2009),5,0,0,5,1
50200000,106.0,"['Science Fiction', 'Thriller', 'Romance']",26.60772,en,6.5,1652,0,49.3,1,2011,2010s+ (2010+),3,0,0,3,1
48000000,143.0,['Adventure'],28.803729,en,6.6,909,0,66.89,2,1991,Moderne (1980-1999),6,1,0,1,1
50000000,139.0,"['Comedy', 'Drama', 'Romance']",27.039636,en,6.7,913,0,59.32,1,1996,Moderne (1980-1999),12,0,1,3,1
50000000,139.0,"['Comedy', 'Romance']",37.885022,en,7.2,915,0,65.84,2,1997,Moderne (1980-1999),12,0,1,2,1
50000000,115.0,"['Comedy', 'Drama']",35.537397,en,7.0,832,0,57.69,1,1998,Moderne (1980-1999),12,0,1,2,1
50000000,119.0,['Comedy'],38.125008,en,6.0,923,0,50.23,1,2013,2010s+ (2010+),12,0,1,1,1
50000000,96.0,"['Comedy', 'Romance']",18.121404,en,5.6,644,0,45.69,1,2002,2000s (2000-2009),6,1,0,2,1
50000000,112.0,"['Thriller', 'Science Fiction', 'Mystery']",37.069253,en,6.6,2435,0,58.91,1,2011,2010s+ (2010+),6,1,0,3,1
52000000,131.0,['Drama'],30.347332,en,7.1,716,0,60.42,2,2000,2000s (2000-2009),3,0,0,1,1
50000000,116.0,"['Comedy', 'Romance']",23.854701,en,6.3,850,0,50.83,1,2003,2000s (2000-2009),2,0,0,2,1
50000000,112.0,"['Crime', 'Comedy', 'Action']",52.380982,en,7.0,3319,0,58.54,1,2014,2010s+ (2010+),6,1,0,3,1
60000000,123.0,"['Horror', 'Romance']",50.163785,en,7.2,1516,0,59.4,1,1994,Moderne (1980-1999),11,0,1,2,1
70000000,104.0,['Comedy'],43.849351,en,6.4,1813,0,52.47,1,2008,2000s (2000-2009),12,0,1,1,1
50000000,107.0,"['Action', 'Comedy']",45.318703,en,6.2,1650,0,54.75,1,2016,2010s+ (2010+),6,1,0,2,1
23000000,124.0,"['Drama', 'Romance']",16.368283,en,6.9,277,1,43.04,0,1998,Moderne (1980-1999),12,0,1,2,1
50000000,96.0,['Comedy'],38.616744,en,5.8,854,0,53.23,1,2015,2010s+ (2010+),12,0,1,1,1
50000000,125.0,"['Fantasy', 'Comedy', 'Music']",65.90161,en,5.6,1652,0,52.96,1,2014,2010s+ (2010+),12,0,1,3,1
45000000,129.0,"['Crime', 'Drama', 'Thriller']",45.220386,en,7.3,1630,0,60.61,2,2006,2000s (2000-2009),3,0,0,3,1
90000000,100.0,"['Drama', 'Action', 'Thriller', 'Crime']",17.457947,en,6.7,548,0,47.33,1,1999,Moderne (1980-1999),2,0,0,4,1
50000000,109.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",10.755847,en,5.0,213,0,40.2,1,1995,Moderne (1980-1999),6,1,0,6,1
50000000,124.0,"['Drama', 'Comedy', 'Family']",38.629763,en,6.5,909,0,50.07,1,2011,2010s+ (2010+),12,0,1,3,1
50000000,121.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",32.693093,en,5.9,1486,0,48.0,1,2009,2000s (2000-2009),3,0,0,6,1
50000000,97.0,['Comedy'],18.806031,en,5.5,399,0,40.2,1,2006,2000s (2000-2009),3,0,0,1,1
50000000,110.0,"['Drama', 'Horror', 'Thriller']",32.233713,en,5.4,632,0,45.31,1,2005,2000s (2000-2009),3,0,0,3,1
50000000,118.0,"['Comedy', 'Drama', 'Romance']",37.990705,en,7.0,2443,0,54.37,1,2011,2010s+ (2010+),7,1,0,3,1
50000000,80.0,"['Animation', 'Comedy', 'Family']",17.667826,en,5.2,820,0,45.02,1,2004,2000s (2000-2009),6,1,0,3,1
60000000,99.0,"['Comedy', 'Family']",9.225166,en,5.2,193,0,32.12,0,2004,2000s (2000-2009),11,0,1,2,1
50000000,133.0,['Drama'],46.180421,en,7.0,1381,0,53.23,1,2011,2010s+ (2010+),9,0,0,1,1
50000000,127.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']",30.397496,en,6.3,513,0,52.23,1,1995,Moderne (1980-1999),3,0,0,4,1
50000000,106.0,"['Action', 'Thriller', 'Mystery']",83.295796,en,6.8,2268,0,62.5,2,2014,2010s+ (2010+),1,0,0,3,1
50000000,98.0,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",23.935053,en,5.5,509,0,41.77,1,2009,2000s (2000-2009),3,0,0,6,1
50000000,115.0,"['Action', 'Adventure', 'Comedy', 'Western']",16.251204,en,6.0,692,0,42.92,1,2003,2000s (2000-2009),2,0,0,4,1
50000000,86.0,"['Adventure', 'Animation', 'Comedy', 'Family']",9.894346,en,6.2,106,0,42.38,1,2006,2000s (2000-2009),2,0,0,4,1
50000000,101.0,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",12.050755,en,5.1,542,0,35.77,1,2005,2000s (2000-2009),6,1,0,5,1
